Titre,Date_Depart,Date_Retour,Ville,Lien_Source,Lien_Facebook,Nom_Image_Locale,Trip_URL,Mois
"Certeza 3","9 Jan","11 Jan","Zürich, Switzerland","https://placetodance.com/festivals/calendar/68e7ca906eb94a22fac26863","https://www.facebook.com/events/1185881635877345/","certeza_3_10.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0901ZRH11%3Fdestination_airports%3D0&campaign_id=100","January"
"Bachata Festival","14 Jan","19 Jan","Vienna, Austria","https://placetodance.com/festivals/calendar/6925f18206f86dbdbfab259e","https://www.facebook.com/events/1755796711966627/","bachata_festival_11.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1401VIE11%3Fdestination_airports%3D0&campaign_id=100","January"
"Bachata Sensual World Congress 2026 - BSWC26'","14 Jan","16 Jan","Valencia, Spain","https://placetodance.com/festivals/calendar/6925f18206f86dbdbfab258c","https://www.facebook.com/events/1664879101073480/","bachata_sensual_world_congress_2026___bswc26__12.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1401VLC11%3Fdestination_airports%3D0&campaign_id=100","January"
"Bachata Sensual World Congress 2026 (BSWC) - Ven con BailaBarcelona","14 Jan","19 Jan","Barcelona, Spain","https://placetodance.com/festivals/calendar/6925f18406f86dbdbfab25da","https://www.facebook.com/events/2682911405388397/","bachata_sensual_world_congress_2026__bswc____ven_con_bailabarcelona_13.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1401BCN11%3Fdestination_airports%3D0&campaign_id=100","January"
"Bachata Corazon 9th ANNIVERSARY FESTIVAL #BCAF2026","15 Jan","17 Jan","Valencia, Spain","https://placetodance.com/festivals/calendar/6925f18306f86dbdbfab25b6","https://www.facebook.com/events/1864757451035412/","bachata_corazon_9th_anniversary_festival__bcaf2026_14.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1501VLC11%3Fdestination_airports%3D0&campaign_id=100","January"
"Magic Slovenian Salsa Festival - Official event","15 Jan","19 Jan","Ljubljana, Slovenia","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c905","https://www.facebook.com/events/826630599694090/","magic_slovenian_salsa_festival___official_event_15.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1501LJU11%3Fdestination_airports%3D0&campaign_id=100","January"
"Diamond Winter Edition - 16 & 17 Janvier 2026","16 Jan","18 Jan","Lyon, France","https://placetodance.com/festivals/calendar/6925f18306f86dbdbfab25c2","https://www.facebook.com/events/2192295151293668/","diamond_winter_edition___16___17_janvier_2026_17.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1601LYS11%3Fdestination_airports%3D0&campaign_id=100","January"
"RENNES KIZOMBA FESTIVAL 2026 - 3em EDITION","16 Jan","18 Jan","Rennes, France","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b68c","https://www.facebook.com/events/612456564608173/","rennes_kizomba_festival_2026___3em_edition_18.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1601RNS11%3Fdestination_airports%3D0&campaign_id=100","January"
"Crazy Lion Bachata Congress 2026","16 Jan","19 Jan","Gothenburg, Sweden","https://placetodance.com/festivals/calendar/68779f2db9da100c7000bab7","https://www.facebook.com/events/985857286306492/","crazy_lion_bachata_congress_2026_19.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1601GOT11%3Fdestination_airports%3D0&campaign_id=100","January"
"Mopao Kiz Festival","22 Jan","26 Jan","Gothenburg, Sweden","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b695","https://www.facebook.com/events/953418306897193/","mopao_kiz_festival_22.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2201GOT11%3Fdestination_airports%3D0&campaign_id=100","January"
"Bkiz V 2026","22 Jan","26 Jan","Birmingham, United Kingdom","https://placetodance.com/festivals/calendar/68e7cb356eb94a22fac268a3","https://www.facebook.com/events/1790505578452630/","bkiz_v_2026_23.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2201BHX11%3Fdestination_airports%3D0&campaign_id=100","January"
"Big 3 Festival","23 Jan","25 Jan","Hamburg, Germany","https://placetodance.com/festivals/calendar/689a474f47951c2e5078ec53","https://www.facebook.com/events/3786889268288733/","big_3_festival_26.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2301HAM11%3Fdestination_airports%3D0&campaign_id=100","January"
"Firenze Kizomba Salsa e Bachata Festival 2026 (12th Edition)","23 Jan","25 Jan","Florence, Italy","https://placetodance.com/festivals/calendar/68f68970cfd1f800ad2ef528","https://www.facebook.com/events/621177793688347/","firenze_kizomba_salsa_e_bachata_festival_2026__12th_edition__29.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2301FLR11%3Fdestination_airports%3D0&campaign_id=100","January"
"Para el alma divertir • Son Weekend 2026","23 Jan","26 Jan","Augsburg, Germany","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c8d2","https://www.facebook.com/events/1380855263068061/","para_el_alma_divertir___son_weekend_2026_30.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2301AGB11%3Fdestination_airports%3D0&campaign_id=100","January"
"ABCD Festival 2026 - The UK's Biggest 3 Days SBK Festival - Official Event","29 Jan","2 Feb","London, United Kingdom","https://placetodance.com/festivals/calendar/689a283247951c2e5078ebbf","https://www.facebook.com/events/1004319487956017/","abcd_festival_2026___the_uk_s_biggest_3_days_sbk_festival___official_event_35.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2901LCY11%3Fdestination_airports%3D0&campaign_id=100","January"
"Latin Dreams Festival 2026 (All in One Hotel)","30 Jan","1 Feb","Charleroi, Belgium","https://placetodance.com/festivals/calendar/689a283247951c2e5078ebe9","https://www.facebook.com/events/3821866304746520/","latin_dreams_festival_2026__all_in_one_hotel__40.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3001CRL11%3Fdestination_airports%3D0&campaign_id=100","January"
"Ta Bom African Rhythms","30 Jan","2 Feb","Madrid, Spain","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b61b","https://www.facebook.com/events/9676477769049285/","ta_bom_african_rhythms_42.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3001MAD11%3Fdestination_airports%3D0&campaign_id=100","January"
"Queens & Kings - Royals Of Kiz","30 Jan","2 Feb","Cluj-Napoca, Romania","https://placetodance.com/festivals/calendar/68e7ca906eb94a22fac26895","https://www.facebook.com/events/994110349372920/","queens___kings___royals_of_kiz_45.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3001CLJ11%3Fdestination_airports%3D0&campaign_id=100","January"
"11th Suave Dance Festival Paris (Official)","23 Jan","26 Jan","Paris, France","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b61c","https://www.facebook.com/events/969335714527613/","11th_suave_dance_festival_paris__official__28.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2301ORY11%3Fdestination_airports%3D0&campaign_id=100","January"
"Kizomba Fusion LaPlaya Festival vol. 3","3 Jul","5 Jul","Gdańsk, Poland","https://placetodance.com/festivals/calendar/68f68970cfd1f800ad2ef525","https://www.facebook.com/events/3602534763383656/","kizomba_fusion_laplaya_festival_vol__3_2.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0307GDN11%3Fdestination_airports%3D0&campaign_id=100","July"
"Kaunas Bachata Festival 2026","3 Jul","6 Jul","Kaunas, Lithuania","https://placetodance.com/festivals/calendar/689a283347951c2e5078ebec","https://www.facebook.com/events/605670762549926/","kaunas_bachata_festival_2026_3.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0307KUN11%3Fdestination_airports%3D0&campaign_id=100","July"
"Bratislava Kizomba Festival","3 Jul","6 Jul","Bratislava, Slovakia","https://placetodance.com/festivals/calendar/68e7b3dd6eb94a22fac267e8","https://www.facebook.com/events/1753809955313176/","bratislava_kizomba_festival_5.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0307BTS11%3Fdestination_airports%3D0&campaign_id=100","July"
"Pure Kizzz *The Last* Summer Edition","4 Jul","6 Jul","Dortmund, Germany","https://placetodance.com/festivals/calendar/6884c1558dbff31b59015599","https://www.facebook.com/events/1761279027930457","pure_kizzz__the_last__summer_edition_7.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0407DTM11%3Fdestination_airports%3D0&campaign_id=100","July"
"PORTO KIZOMBA FESTIVAL SUMMER PARADISE 2026","8 Jul","12 Jul","Porto, Portugal","https://placetodance.com/festivals/calendar/6884c1558dbff31b59015596","https://www.facebook.com/events/1453150042363753","porto_kizomba_festival_summer_paradise_2026_10.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0807OPO11%3Fdestination_airports%3D0&campaign_id=100","July"
"Tropical Oporto Dance Congress","10 Jul","12 Jul","Porto, Portugal","https://placetodance.com/festivals/calendar/68861ce24a97ca6427ee4aca","https://www.facebook.com/events/1111615100822812","tropical_oporto_dance_congress_14.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1007OPO11%3Fdestination_airports%3D0&campaign_id=100","July"
"STRASBOURG BACHATA FESTIVAL 2026","10 Jul","13 Jul","Madrid, Spain","https://placetodance.com/festivals/calendar/6925cb9406f86dbdbfab23f1","https://www.facebook.com/events/1165835908469324/","strasbourg_bachata_festival_2026_15.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1007MAD11%3Fdestination_airports%3D0&campaign_id=100","July"
"Alegria Summer Weekender 3","10 Jul","13 Jul","Bordeaux, France","https://placetodance.com/festivals/calendar/68e7bb216eb94a22fac26846","https://www.facebook.com/events/767970129017852/","alegria_summer_weekender_3_16.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1007BOD11%3Fdestination_airports%3D0&campaign_id=100","July"
"Kizomba Spain WORLD CONGRESS 2026 - Ven con Elsa y Sergi","15 Jul","20 Jul","Barcelona, Spain","https://placetodance.com/festivals/calendar/6884c1558dbff31b5901559c","https://www.facebook.com/events/2977109012478364","kizomba_spain_world_congress_2026___ven_con_elsa_y_sergi_19.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1507BCN11%3Fdestination_airports%3D0&campaign_id=100","July"
"Salsa Dance Festival 2026","21 Jul","27 Jul","Portorož, Slovenia","https://placetodance.com/festivals/calendar/68fd2268e9c5d223fe32c92e","https://www.facebook.com/events/1435989304350799/","salsa_dance_festival_2026_22.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2107POW11%3Fdestination_airports%3D0&campaign_id=100","July"
"Berlin Kizzes Festival 2026 (Official)","23 Jul","27 Jul","Berlin, Germany","https://placetodance.com/festivals/calendar/68f68970cfd1f800ad2ef522","https://www.facebook.com/events/24242783972016833/","berlin_kizzes_festival_2026__official__23.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2307BER11%3Fdestination_airports%3D0&campaign_id=100","July"
"GROOVE N' KIZOMBA FESTIVAL - 9th Edition - ALL IN ONE - July 23-27, 2026","24 Jul","27 Jul","Laval, Canada","https://placetodance.com/festivals/calendar/68f68970cfd1f800ad2ef50a","https://www.facebook.com/events/1500419441325528","groove_n__kizomba_festival___9th_edition___all_in_one___july_23_27__2026_24.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2407LVA11%3Fdestination_airports%3D0&campaign_id=100","July"
"BCN Dance Life HOT Weekend - Julio 2026 - Ven con BailaBarcelona","24 Jul","27 Jul","Barcelona, Spain","https://placetodance.com/festivals/calendar/6925f18506f86dbdbfab25fe","https://www.facebook.com/events/4407015546104707/","bcn_dance_life_hot_weekend___julio_2026___ven_con_bailabarcelona_25.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2407BCN11%3Fdestination_airports%3D0&campaign_id=100","July"
"Viva Latin Summer 2026","30 Jul","3 Aug","Amsterdam, Netherlands","https://placetodance.com/festivals/calendar/68e81f0f6eb94a22fac26900","https://www.facebook.com/events/3222576571239877/","viva_latin_summer_2026_27.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3007AMS11%3Fdestination_airports%3D0&campaign_id=100","July"
"Alchemy Kizomba Festival","31 Jul","3 Aug","Cluj-Napoca, Romania","https://placetodance.com/festivals/calendar/6925f58a06f86dbdbfab2680","https://www.facebook.com/events/1603262817709390/","alchemy_kizomba_festival_29.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3107CLJ11%3Fdestination_airports%3D0&campaign_id=100","July"
"Brussels Retro Salsa Fest 3","31 Jul","2 Aug","Brussels, Belgium","https://placetodance.com/festivals/calendar/689a524347951c2e5078ec74","https://www.facebook.com/events/1056258916708646/","brussels_retro_salsa_fest_3_30.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY3107BRU11%3Fdestination_airports%3D0&campaign_id=100","July"
"Dealers de Kiz Festival 2026 DDK Nation","1 Aug","4 Aug","Nîmes, France","https://placetodance.com/festivals/calendar/68f68970cfd1f800ad2ef516","https://www.facebook.com/events/1824993321390274/","dealers_de_kiz_festival_2026_ddk_nation_31.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0108FNI11%3Fdestination_airports%3D0&campaign_id=100","July"
"Latino Fit Festival 7 – Poitiers 2026","6 Jun","8 Jun","Poitiers, France","https://placetodance.com/festivals/calendar/688629e24a97ca6427ee4b55","https://www.facebook.com/events/4119815708305487/","latino_fit_festival_7___poitiers_2026_6.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0606PIS11%3Fdestination_airports%3D0&campaign_id=100","June"
"Pure Bachata Beach Festival 2026 - Roses (near Barcelona)","14 Jun","21 Jun","Barcelona, Spain","https://placetodance.com/festivals/calendar/6925f18506f86dbdbfab2622","https://www.facebook.com/events/693634603811449/","pure_bachata_beach_festival_2026___roses__near_barcelona__13.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1406BCN11%3Fdestination_airports%3D0&campaign_id=100","June"
"Kizz Ryders Festival Krakow 2026","19 Jun","22 Jun","Kraków, Poland","https://placetodance.com/festivals/calendar/68f68d5fcfd1f800ad2ef53b","https://www.facebook.com/events/1968193480588092","kizz_ryders_festival_krakow_2026_17.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1906KRK11%3Fdestination_airports%3D0&campaign_id=100","June"
"Fusionkizz Festival Vol3 2026","19 Jun","22 Jun","Aarhus, Denmark","https://placetodance.com/festivals/calendar/6884c1558dbff31b5901557e","https://www.facebook.com/events/1062512652015416","fusionkizz_festival_vol3_2026_18.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1906AAR11%3Fdestination_airports%3D0&campaign_id=100","June"
"SANTA SUSANNA BARCELONA SALSA, BACHATA with a splash of Kizomba","24 Jun","27 Jun","Barcelona, Spain","https://placetodance.com/festivals/calendar/6925cb9a06f86dbdbfab24cc","https://www.facebook.com/events/702204192717354/","santa_susanna_barcelona_salsa__bachata_with_a_splash_of_kizomba_22.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2406BCN11%3Fdestination_airports%3D0&campaign_id=100","June"
"MADRID SUMMER FESTIVAL 2026 (Evento Oficial)","26 Jun","28 Jun","Madrid, Spain","https://placetodance.com/festivals/calendar/68779f2db9da100c7000bae8","https://www.facebook.com/events/1177187964179602/","madrid_summer_festival_2026__evento_oficial__26.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2606MAD11%3Fdestination_airports%3D0&campaign_id=100","June"
"Annecy Bachata Lake Festival 5ème édition et 10 ans d'Annecy Bachata (official event)","26 Jun","29 Jun","Annecy, France","https://placetodance.com/festivals/calendar/68fd1218e9c5d223fe32c882","https://www.facebook.com/events/1071242251793603/","annecy_bachata_lake_festival_5_me__dition_et_10_ans_d_annecy_bachata__official_event__27.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2606NCY11%3Fdestination_airports%3D0&campaign_id=100","June"
"MWANGOLÉ Festival Paris 2026 - Gala Edition (Official event)","26 Jun","29 Jun","Paris, France","https://placetodance.com/festivals/calendar/68e7bb216eb94a22fac26840","https://www.facebook.com/events/718213974162645/","mwangol__festival_paris_2026___gala_edition__official_event__28.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2606ORY11%3Fdestination_airports%3D0&campaign_id=100","June"
"BCN Sensual Family - The Weekend 2026 - Ven con BailaBarcelona","3 Mar","9 Mar","Barcelona, Spain","https://placetodance.com/festivals/calendar/6925f18506f86dbdbfab25f8","https://www.facebook.com/events/4229604037255180/","bcn_sensual_family___the_weekend_2026___ven_con_bailabarcelona_0.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0303BCN11%3Fdestination_airports%3D0&campaign_id=100","March"
"Kizomba Tallinn Festival 2026","5 Mar","9 Mar","Tallinn, Estonia","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b68e","https://www.facebook.com/events/918959480410135/","kizomba_tallinn_festival_2026_1.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0503TLL11%3Fdestination_airports%3D0&campaign_id=100","March"
"Badja Kiz Warsaw 2026","6 Mar","9 Mar","Warsaw, Poland","https://placetodance.com/festivals/calendar/68e81f0f6eb94a22fac2690c","https://www.facebook.com/events/689929644122451/","badja_kiz_warsaw_2026_2.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0603WAW11%3Fdestination_airports%3D0&campaign_id=100","March"
"Vienna Paraiso Festival 2026 - Bachata & Zouk Edition","6 Mar","9 Mar","Vienna, Austria","https://placetodance.com/festivals/calendar/689a3df147951c2e5078ec03","https://www.facebook.com/events/1054047936859466/","vienna_paraiso_festival_2026___bachata___zouk_edition_6.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0603VIE11%3Fdestination_airports%3D0&campaign_id=100","March"
"Salsa Mastery Festival, Timba Mastery Festival","6 Mar","9 Mar","Cologne, Germany","https://placetodance.com/festivals/calendar/6925cb9906f86dbdbfab2496","https://www.facebook.com/events/535302666313885/","salsa_mastery_festival__timba_mastery_festival_8.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0603CGN11%3Fdestination_airports%3D0&campaign_id=100","March"
"Shattakiz Weekender 2026","6 Mar","9 Mar","Geneva, Switzerland","https://placetodance.com/festivals/calendar/68e7cb356eb94a22fac268a0","https://www.facebook.com/events/1429530971499668/","shattakiz_weekender_2026_10.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0603GVA11%3Fdestination_airports%3D0&campaign_id=100","March"
"Mambo Bratislava Weekend 8th Edition","7 Mar","9 Mar","Bratislava, Slovakia","https://placetodance.com/festivals/calendar/68fd1218e9c5d223fe32c894","https://www.facebook.com/events/1295869392047846/","mambo_bratislava_weekend_8th_edition_12.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY0703BTS11%3Fdestination_airports%3D0&campaign_id=100","March"
"Salsa Addicted Festival 2025","12 Mar","16 Mar","Timișoara, Romania","https://placetodance.com/festivals/calendar/68779f2db9da100c7000bb27","https://www.facebook.com/events/9636271219770056/","salsa_addicted_festival_2025_14.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1203TSR11%3Fdestination_airports%3D0&campaign_id=100","March"
"Lago Latino Festival","13 Mar","15 Mar","Ioannina, Greece","https://placetodance.com/festivals/calendar/6925f18706f86dbdbfab2658","https://www.facebook.com/events/9705405906249547/","lago_latino_festival_15.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303IOA11%3Fdestination_airports%3D0&campaign_id=100","March"
"KIZ BREAK FESTIVAL CARIBBEAN EDITION","13 Mar","15 Mar","Poitiers, France","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b65d","https://www.facebook.com/events/9650191231697622/","kiz_break_festival_caribbean_edition_18.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303PIS11%3Fdestination_airports%3D0&campaign_id=100","March"
"VIBRAS – Cracow Bachata Festival 2026 (2nd Edition)","13 Mar","15 Mar","Kraków, Poland","https://placetodance.com/festivals/calendar/68fd2269e9c5d223fe32c93d","https://www.facebook.com/events/2528431964186080/","vibras___cracow_bachata_festival_2026__2nd_edition__19.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303KRK11%3Fdestination_airports%3D0&campaign_id=100","March"
"DominicanRise Bachata Festival 2026","13 Mar","15 Mar","Marseille, Spain","https://placetodance.com/festivals/calendar/6925cb9b06f86dbdbfab24e4","https://www.facebook.com/events/820600207645842/","dominicanrise_bachata_festival_2026_23.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303MRS11%3Fdestination_airports%3D0&campaign_id=100","March"
"Latin Vibes Festival 2026","13 Mar","16 Mar","Copenhagen, Denmark","https://placetodance.com/festivals/calendar/688629e24a97ca6427ee4b43","https://www.facebook.com/events/1388969709216139/","latin_vibes_festival_2026_24.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303CPH11%3Fdestination_airports%3D0&campaign_id=100","March"
"TENTAÇÃO WINTER EXPERIENCE Zurich","13 Mar","16 Mar","Zürich, Switzerland","https://placetodance.com/festivals/calendar/68e7ca906eb94a22fac26883","https://www.facebook.com/events/725893219988431/","tenta__o_winter_experience_zurich_25.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303ZRH11%3Fdestination_airports%3D0&campaign_id=100","March"
"Me Salsa Fest","13 Mar","16 Mar","Birmingham, Cuba","https://placetodance.com/festivals/calendar/6925cb9306f86dbdbfab23d3","https://www.facebook.com/events/1012406077412191/","me_salsa_fest_26.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303BHX11%3Fdestination_airports%3D0&campaign_id=100","March"
"Festival Salsa Carnaval 2026","13 Mar","16 Mar","Limoges, France","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c8d5","https://www.facebook.com/events/1418625742699440/","festival_salsa_carnaval_2026_28.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1303LIG11%3Fdestination_airports%3D0&campaign_id=100","March"
"BINDAAS Bachata - The Social Dancing Festival in Amsterdam - 3rd Anniversary","14 Mar","16 Mar","Amsterdam, Netherlands","https://placetodance.com/festivals/calendar/689a283247951c2e5078ebc2","https://www.facebook.com/events/1016720840533016/","bindaas_bachata___the_social_dancing_festival_in_amsterdam___3rd_anniversary_29.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1403AMS11%3Fdestination_airports%3D0&campaign_id=100","March"
"Wonderland Berlin Festival, 19-23 March 2026","17 Mar","23 Mar","Berlin, Germany","https://placetodance.com/festivals/calendar/68e7ca906eb94a22fac26877","https://www.facebook.com/events/649411800910622/","wonderland_berlin_festival__19_23_march_2026_30.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1703BER11%3Fdestination_airports%3D0&campaign_id=100","March"
"Sweden Bachata Festival","19 Mar","23 Mar","Gothenburg, Sweden","https://placetodance.com/festivals/calendar/68fd1816e9c5d223fe32c8e4","https://www.facebook.com/events/1907328793163853/","sweden_bachata_festival_31.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY1903GOT11%3Fdestination_airports%3D0&campaign_id=100","March"
"Loves Kizomba Origins 2026","20 Mar","23 Mar","Sevilla, Spain","https://placetodance.com/festivals/calendar/68779f2db9da100c7000b610","https://www.facebook.com/events/1170700618133393/","loves_kizomba_origins_2026_35.jpg","https://tp.media/r?marker=598952&trs=394660&p=4114&u=https%3A%2F%2Fwww.aviasales.com%2Fsearch%2FORY2003SVQ11%3Fdestination_airports%3D0&campaign_id=100","March"
